iteration,eil51,eil76,kroA100,gr202
289,171.7370892,232.3234201,605.0535664,45.06474104
290,171.7370892,232.3234201,605.0535664,45.06474104
291,171.7370892,232.3234201,605.0535664,45.06474104
292,171.7370892,232.3234201,605.0535664,45.06474104
293,171.7370892,232.3234201,605.0535664,45.06474104
294,171.7370892,232.267658,605.0535664,45.06474104
295,171.7370892,232.267658,605.0535664,45.06474104
296,171.7370892,232.267658,605.0535664,45.06474104
297,171.7370892,232.267658,605.0535664,45.06474104
298,171.7370892,232.267658,605.0535664,45.06474104
299,170.0704225,232.267658,605.0220844,45.06474104
300,170.0704225,232.267658,604.9906024,45.06474104
301,170.0704225,232.267658,604.9906024,45.06474104
302,170.0704225,232.267658,604.9906024,45.06474104
303,170.0704225,232.267658,604.9906024,45.06474104
304,170.0704225,232.267658,604.9906024,45.06474104
305,170.0704225,232.267658,604.9906024,45.06474104
306,170.0704225,232.267658,604.9906024,45.06474104
307,170.0704225,232.267658,604.9906024,45.06474104
308,170.0704225,232.267658,604.3889202,45.06474104
309,170.0704225,232.267658,603.4052251,45.06474104
310,170,232.063197,603.0232121,45.06474104
311,170,232.063197,602.3954516,45.06474104
312,170,232.063197,601.767691,45.06474104
313,170,232.063197,600.952683,44.94322709
314,170,231.7657993,600.137675,44.94322709
315,170,231.7657993,600.137675,44.94322709
316,170,231.7657993,600.137675,44.94322709
317,170,231.7657993,600.137675,44.94322709
318,170,231.7657993,600.137675,44.94322709
319,170,231.7657993,600.137675,44.94322709
320,170,231.7657993,600.137675,44.94322709
321,170,231.7657993,600.137675,44.94322709
322,170,231.7657993,600.137675,44.94322709
323,170,231.7657993,600.137675,44.94322709
324,170,231.7657993,600.137675,44.94322709
325,170,231.7657993,600.137675,44.94322709
326,170,231.7657993,600.137675,44.94322709
327,170,231.7657993,600.137675,44.94322709
328,169.6713615,231.7657993,599.7274692,44.94322709
329,169.6713615,231.7657993,599.3172634,44.94322709
330,169.6713615,231.7657993,599.3172634,44.94322709
331,169.6713615,231.7657993,599.3172634,44.94322709
332,169.6713615,231.7657993,599.3172634,44.94322709
333,169.6713615,231.7657993,599.3172634,44.94322709
334,169.6713615,231.7657993,599.3172634,44.94322709
335,169.6713615,231.7657993,599.3172634,44.94322709
336,169.600939,231.7657993,599.3172634,44.94322709
337,169.600939,231.7657993,599.3172634,44.94322709
338,169.600939,231.7657993,599.3172634,44.94322709
339,169.600939,231.7657993,599.3172634,44.94322709
340,169.600939,231.7657993,599.3172634,44.94322709
341,169.600939,231.7657993,599.3172634,44.94322709
342,169.600939,231.7657993,599.3172634,44.94322709
343,169.600939,231.7657993,599.3172634,44.94322709
344,169.600939,231.7657993,599.3172634,44.94322709
345,169.600939,231.7657993,599.3172634,44.94322709
346,169.600939,231.7657993,599.3172634,44.94322709
347,169.600939,231.7657993,599.3172634,44.94322709
348,169.600939,231.5613383,599.3172634,44.94322709
349,169.600939,231.5613383,599.3172634,44.94322709
350,169.600939,231.5613383,599.3172634,44.94322709
351,169.600939,231.5613383,599.3172634,44.94322709
352,169.600939,231.5613383,599.3172634,44.94322709
353,169.600939,231.5613383,599.3172634,44.94322709
354,169.600939,231.5613383,599.3172634,44.67430279
355,169.600939,231.5613383,599.3172634,44.67430279
356,169.600939,231.5613383,599.3172634,44.67430279
357,169.600939,231.5613383,599.3172634,44.67430279
358,169.600939,231.5613383,599.3172634,44.67430279
359,169.600939,231.5613383,599.3172634,44.67430279
360,169.5774648,231.5613383,599.3172634,44.67430279
361,169.5774648,231.5613383,599.3172634,44.67430279
362,169.5774648,231.5613383,599.3172634,44.67430279
363,169.5774648,231.5613383,599.3172634,44.67430279
364,169.5774648,231.5613383,599.3172634,44.67430279
365,169.5774648,231.5613383,599.3172634,44.67430279
366,169.5774648,231.5613383,599.3172634,44.67430279
367,169.5774648,231.5613383,599.3172634,44.67430279
368,169.5774648,231.5613383,599.3172634,44.67430279
369,169.5774648,231.5613383,599.3172634,44.67430279
370,169.5774648,231.5613383,599.3172634,44.67430279
371,169.5774648,231.5613383,599.3172634,44.67430279
372,169.5774648,231.5613383,599.3172634,44.67430279
373,169.5774648,231.5613383,599.3172634,44.67430279
374,169.5774648,231.5613383,599.3172634,44.67430279
375,169.5774648,231.5613383,599.3172634,44.67430279
376,169.5774648,231.5613383,599.3172634,44.67430279
377,169.5774648,231.5613383,599.3172634,44.67430279
378,169.5774648,231.5613383,599.1995583,44.67430279
379,169.5774648,231.5613383,599.0818532,44.43351594
380,169.5774648,231.5613383,599.0818532,44.43351594
381,169.5774648,231.5613383,599.0818532,44.43351594
382,169.5774648,231.5613383,599.0818532,44.43351594
383,169.5774648,231.5613383,599.0818532,44.43351594
384,169.5774648,231.5613383,599.0818532,44.43351594
385,169.5774648,231.5613383,599.0818532,44.43351594
386,169.5774648,231.5613383,599.0818532,44.43351594
387,169.5774648,231.5613383,599.0818532,44.43351594
388,169.5774648,231.5613383,599.0818532,44.43351594
389,169.5774648,231.5613383,599.0818532,44.43351594
390,169.5774648,231.5613383,599.0818532,44.43351594
391,169.5774648,231.5613383,599.0818532,44.43351594
392,169.5774648,231.5613383,599.0818532,44.43351594
393,169.5774648,231.0966543,599.0818532,44.43351594
394,169.5774648,231.0966543,599.0818532,44.43351594
395,169.5774648,231.0966543,599.0818532,44.43351594
396,169.5774648,231.0966543,599.0818532,44.43351594
397,169.5774648,231.0966543,599.0818532,44.43351594
398,169.5774648,230.7620818,599.0818532,44.43351594
399,169.5774648,230.5390335,599.0818532,44.43351594
400,169.5774648,230.5390335,599.0818532,44.43351594
401,169.5774648,230.5390335,599.0818532,44.43351594
402,169.5774648,230.5390335,599.0818532,44.43351594
403,169.5774648,230.5390335,599.0818532,44.43351594
404,169.5774648,230.5390335,599.0818532,44.43351594
405,169.5774648,230.5390335,599.0818532,44.43351594
406,169.5774648,230.5390335,599.0818532,44.43351594
407,169.5774648,230.5390335,599.0818532,44.43351594
408,169.5774648,230.5390335,599.0818532,44.43351594
409,169.5774648,230.5390335,599.0818532,44.43351594
410,169.5774648,230.5390335,599.0818532,44.43351594
411,169.5774648,230.5390335,599.0818532,44.43351594
412,169.5774648,230.5390335,599.0818532,44.43351594
413,169.5774648,230.5390335,599.0818532,44.43351594
414,169.5774648,230.5390335,599.0818532,44.43351594
415,169.5774648,230.5390335,599.0818532,44.43351594
416,169.5774648,230.5390335,599.0818532,44.43351594
417,169.5774648,230.5390335,599.0818532,44.43351594
418,169.5774648,230.5390335,599.0818532,44.43351594
419,169.5774648,230.5390335,599.0818532,44.43351594
420,169.5774648,230.5390335,599.0818532,44.43351594
421,169.5774648,230.5390335,599.0818532,44.43351594
422,169.5774648,230.5390335,599.0818532,44.43351594
423,169.5774648,230.5390335,599.0818532,44.43351594
424,169.5774648,230.5390335,598.271544,44.43351594
425,169.5774648,230.5390335,597.1372521,44.43351594
426,169.5774648,230.5390335,596.8132694,44.43351594
427,169.5774648,230.5390335,596.8132694,44.43351594
428,169.5774648,230.4275093,596.8132694,44.43351594
429,169.5774648,230.4275093,596.8132694,44.43351594
430,169.5774648,230.4275093,596.8132694,44.43351594
431,169.5774648,230.4275093,596.8132694,44.43351594
432,169.5774648,229.5167286,596.8132694,44.43351594
433,169.5774648,229.5167286,596.8132694,44.43351594
434,169.5774648,229.5167286,596.8132694,44.43351594
435,169.5774648,229.5167286,596.8132694,44.43351594
436,169.5774648,229.5167286,596.8132694,44.43351594
437,169.5774648,229.5167286,596.8132694,44.43351594
438,169.5774648,229.5167286,596.8132694,44.43351594
439,169.5774648,229.5167286,596.8132694,44.43351594
440,169.5774648,229.5167286,596.8132694,44.43351594
441,169.5774648,229.5167286,596.8132694,44.43351594
442,169.5774648,229.5167286,596.8132694,44.43351594
443,169.5774648,229.5167286,596.8132694,44.43351594
444,169.5774648,229.4423792,596.8132694,44.43351594
445,169.5774648,229.4423792,596.8132694,44.43351594
446,169.1314554,229.4423792,596.8132694,44.43351594
447,169.1314554,229.4423792,596.8132694,44.43351594
448,169.1314554,229.4423792,596.8132694,44.43351594
449,169.1314554,229.4423792,596.8132694,44.43351594
450,169.1314554,229.4423792,596.8132694,44.43351594
451,169.1314554,229.4423792,596.8132694,44.43351594
452,169.1314554,229.4423792,596.8132694,44.43351594
453,169.1314554,229.4423792,596.8132694,44.43351594
454,169.1314554,229.4423792,596.8132694,44.43351594
455,169.1314554,229.4423792,596.8132694,44.43351594
456,169.1314554,229.4423792,596.8132694,44.43351594
457,169.1314554,229.4423792,596.8132694,44.43351594
458,168.5680751,229.4423792,596.8132694,44.43351594
459,168.5680751,229.4423792,596.8132694,44.43351594
460,168.5680751,229.4423792,596.8132694,44.43351594
461,168.5680751,229.4423792,596.8132694,44.43351594
462,168.5680751,229.4423792,596.8132694,44.43351594
463,168.5680751,229.4423792,596.8132694,44.43351594
464,168.5680751,229.4423792,596.8132694,44.43351594
465,168.5680751,229.4423792,596.8132694,44.43351594
466,168.5680751,229.4423792,596.8132694,44.43351594
467,168.5680751,229.4423792,596.8132694,44.43351594
468,168.5680751,229.4423792,596.8132694,44.43351594
469,168.5680751,229.4423792,596.8132694,44.43351594
470,168.5680751,229.4423792,596.8132694,44.43351594
471,168.5680751,229.4423792,596.8132694,44.43351594
472,168.5680751,229.4423792,596.8132694,44.43351594
473,168.5680751,229.4423792,596.8132694,44.43351594
474,168.5680751,229.4423792,596.8132694,44.43351594
475,168.5680751,229.4423792,596.8132694,44.43351594
476,168.5680751,229.4423792,596.8132694,44.43351594
477,168.5680751,229.4423792,596.8132694,44.43351594
478,168.5680751,229.4423792,596.8132694,44.43351594
479,168.5680751,229.4423792,596.8132694,44.43351594
480,168.5680751,229.4423792,596.8132694,44.43351594
481,168.5680751,229.4423792,596.8132694,44.43351594
482,168.5680751,229.4423792,596.8132694,44.43351594
483,168.5680751,229.4423792,596.8132694,44.43351594
484,168.5680751,229.4423792,596.8132694,44.43351594
485,168.5680751,229.4423792,596.8132694,44.43351594
486,168.5680751,229.4423792,596.8132694,44.43351594
487,168.5680751,229.4423792,596.8132694,44.43351594
488,168.5680751,229.4423792,596.8132694,44.43351594
489,168.5680751,229.4423792,596.8132694,44.43351594
490,168.5680751,229.4423792,596.8132694,44.43351594
491,168.5680751,229.4423792,596.8132694,44.43351594
492,168.5680751,229.4423792,596.8132694,44.43351594
493,168.5680751,229.4423792,596.8132694,44.43351594
494,168.5680751,229.4423792,596.8132694,44.43351594
495,168.5680751,229.4423792,596.8132694,44.43351594
496,168.5680751,229.4423792,596.8132694,44.43351594
497,168.5680751,229.4423792,596.8132694,44.43351594
498,168.5680751,229.4423792,596.2296777,44.43351594
499,168.5680751,229.4423792,595.6460859,44.43351594
500,168.5680751,229.4423792,595.6460859,44.43351594
501,168.5680751,229.4423792,595.6460859,44.43351594
502,168.4037559,229.4423792,595.6460859,44.43351594
503,168.4037559,229.4423792,595.6460859,44.43351594
504,168.4037559,229.4423792,595.6460859,44.43351594
505,168.4037559,229.4423792,595.6460859,44.43351594
506,168.4037559,229.4423792,595.6460859,44.43351594
507,168.4037559,229.4423792,595.6460859,44.43351594
508,168.4037559,229.4423792,595.6460859,44.43351594
509,167.9342723,229.4423792,595.6460859,44.43351594
510,167.9342723,229.4423792,595.6460859,44.43351594
511,167.9342723,229.4423792,595.6460859,44.3685259
512,167.9342723,229.4423792,595.6460859,44.3685259
513,167.9342723,229.4423792,595.6460859,44.3685259
514,167.9342723,229.4423792,595.6460859,44.3685259
515,167.9342723,229.4423792,595.6460859,44.3685259
516,167.9342723,229.4423792,595.6460859,44.3685259
517,167.9342723,229.4423792,594.9884879,44.3685259
518,167.9342723,229.4423792,594.33089,44.3685259
519,167.9342723,229.4423792,594.33089,44.3685259
520,167.9342723,229.4423792,594.33089,44.3685259
521,167.9342723,229.4423792,594.33089,44.3685259
522,167.9342723,229.4423792,594.33089,44.3685259
523,167.9342723,229.4423792,594.33089,44.3685259
524,167.9342723,229.4423792,594.33089,44.3685259
525,167.9342723,229.4423792,594.33089,44.3685259
526,167.9342723,229.4423792,594.33089,44.3685259
527,167.9342723,229.4423792,594.33089,44.3685259
528,167.9342723,229.4423792,594.33089,44.3685259
529,167.9342723,229.4423792,593.9148106,44.3685259
530,167.9342723,229.4423792,593.4987313,44.3685259
531,167.9342723,229.4423792,593.4987313,44.3685259
532,167.9342723,229.4423792,593.4987313,44.3685259
533,167.9342723,229.4423792,593.4987313,44.3685259
534,167.9342723,229.4423792,593.4987313,44.35458167
535,167.9342723,229.4423792,593.4987313,44.35458167
536,167.9342723,229.4423792,593.4987313,44.35458167
537,167.9342723,229.4423792,593.4987313,44.35458167
538,167.9342723,229.4423792,593.4987313,44.35458167
539,167.9342723,229.4423792,593.4987313,44.35458167
540,167.9342723,229.4423792,593.4987313,44.35458167
